ANZSCO_Code,ANZSCO_Title,Specialist_Task,% of time spent on task,Specialist_Cluster,% of time spent on cluster,Cluster_Family,% of time spent on family
6311,Checkout Operators and Office Cashiers,Reconcile records of sales or other financial transactions,0.07057002761,"Manage, monitor and undertake financial activities",0.07057002761,Business operations and financial activities,0.3371608578
6311,Checkout Operators and Office Cashiers,Clean work areas,0.05617778742,Clean work areas or dispose of waste,0.05617778742,Cleaning and maintenance,0.05617778742
6311,Checkout Operators and Office Cashiers,Provide customers with general information or assistance,0.0546811874,Provide customer service and communicate information,0.1487424286,Customer service,0.1996948027
6311,Checkout Operators and Office Cashiers,Monitor sales activities,0.05345301405,Maintain sales and business transaction records,0.2808566704,Sales and marketing,0.326758391
6311,Checkout Operators and Office Cashiers,"Greet customers, patrons or visitors",0.05308438737,Provide customer service and communicate information,0.1487424286,Customer service,0.1996948027
6311,Checkout Operators and Office Cashiers,Answer customer questions about goods or services,0.05095237401,Respond to customer queries,0.05095237401,Customer service,0.1996948027
6311,Checkout Operators and Office Cashiers,Explain technical product or service information to customers,0.05095237401,Communicate and collaborate,0.05095237401,Communication and collaboration,0.05095237401
6311,Checkout Operators and Office Cashiers,Sell goods or services,0.04590172061,Conduct sales and marketing activities ,0.04590172061,Sales and marketing,0.326758391
6311,Checkout Operators and Office Cashiers,Answer telephones to direct calls or provide information,0.04097685388,Provide customer service and communicate information,0.1487424286,Customer service,0.1996948027
6311,Checkout Operators and Office Cashiers,Stock products or parts,0.0196749736,Maintain inventory and stock,0.0196749736,Business operations and financial activities,0.3371608578
6311,Checkout Operators and Office Cashiers,Supervise sales or support staff,0.01462789353,Supervise staff ,0.01462789353,Human resources,0.02925578706
6311,Checkout Operators and Office Cashiers,Train sales staff,0.01462789353,Train staff,0.01462789353,Human resources,0.02925578706
6393,Telemarketers,Maintain records of customer accounts,0.3136967684,Verify personal information and maintain records,0.3136967684,"Records, documentation, reports and research",0.3136967684
6393,Telemarketers,Contact current or potential customers to promote goods or services,0.2107173123,Develop and distribute marketing material,0.4746220793,Sales and marketing,0.4746220793
6393,Telemarketers,Deliver promotional presentations to current or prospective customers,0.1251243633,Develop and distribute marketing material,0.4746220793,Sales and marketing,0.4746220793
6393,Telemarketers,Develop content for sales presentations or other materials,0.07654097537,Develop and distribute marketing material,0.4746220793,Sales and marketing,0.4746220793
6393,Telemarketers,Answer customer questions about goods or services,0.06277060167,Respond to customer queries,0.06277060167,Customer service,0.1041745361
6393,Telemarketers,Explain technical product or service information to customers,0.06277060167,Communicate and collaborate,0.06277060167,Communication and collaboration,0.06277060167
6393,Telemarketers,Identify potential customers,0.06223942833,Develop and distribute marketing material,0.4746220793,Sales and marketing,0.4746220793
6393,Telemarketers,Monitor market conditions or trends,0.04473601453,Analyse market data and trends,0.04473601453,"Data, analytics, and databases",0.04473601453
6393,Telemarketers,Schedule appointments with prospective customers,0.04140393444,Provide customer service and communicate information,0.04140393444,Customer service,0.1041745361
6394,Ticket Salespersons,"Make travel, accommodation or entertainment arrangements for others",0.2066374555,Provide guest services,0.2066374555,Customer service,0.3242036399
6394,Ticket Salespersons,"Explain regulations, policies or procedures",0.1581099794,Prepare or manage compliance documentation,0.1581099794,"Records, documentation, reports and research",0.2740702143
6394,Ticket Salespersons,Provide notifications to customers or patrons,0.1175661843,Provide customer service and communicate information,0.1175661843,Customer service,0.3242036399
6394,Ticket Salespersons,Discuss goods or services information with customers or patrons,0.09987078578,Develop and distribute marketing material,0.09987078578,Sales and marketing,0.1364776743
6394,Ticket Salespersons,Track goods or materials,0.08681089406,Load and transport materials,0.08681089406,Material transportation,0.08681089406
6394,Ticket Salespersons,Assist individuals with accessibility needs,0.08300270272,Assist individuals with accessibility needs,0.08300270272,Health and care,0.08300270272
6394,Ticket Salespersons,Maintain inventory records,0.07344292144,"Maintain records, documents or other files",0.07344292144,"Records, documentation, reports and research",0.2740702143
6394,Ticket Salespersons,"Collect deposits, payments or fees",0.06343150961,Conduct financial transactions or processes,0.06343150961,Business operations and financial activities,0.09543487472
6394,Ticket Salespersons,Compile data or documentation,0.04251731343,"Distribute, write, edit or compile documents",0.04251731343,"Records, documentation, reports and research",0.2740702143
6394,Ticket Salespersons,"Promote goods, services, or programs",0.03660688853,Conduct sales and marketing activities ,0.03660688853,Sales and marketing,0.1364776743
6394,Ticket Salespersons,Calculate costs of goods or services,0.03200336511,Estimate costs of goods or services,0.03200336511,Business operations and financial activities,0.09543487472
6395,Visual Merchandisers,"Arrange artwork, products or props",0.3611885447,Produce artistic or design concepts or displays,0.4103393927,Art and entertainment,0.4537897491
6395,Visual Merchandisers,Discuss production content and progress with others,0.08838209164,Communicate and collaborate,0.08838209164,Communication and collaboration,0.201120931
6395,Visual Merchandisers,Develop promotional strategies or plans,0.0814692371,Conduct sales and marketing activities ,0.0814692371,Sales and marketing,0.0814692371
6395,Visual Merchandisers,Collaborate with others in marketing activities,0.07967742177,Collaborate with stakeholders,0.07967742177,Communication and collaboration,0.201120931
6395,Visual Merchandisers,Train others on work processes,0.0758902991,Train staff,0.0758902991,Human resources,0.0758902991
6395,Visual Merchandisers,"Maintain inventories of materials, equipment or products",0.07169217016,Maintain inventory and stock,0.07169217016,Business operations and financial activities,0.07169217016
6395,Visual Merchandisers,Draw detailed or technical illustrations,0.06494975896,"Design diagrams, models and templates",0.06998043323,Operating procedures and processes,0.06998043323
6395,Visual Merchandisers,"Develop artistic or design concepts for decoration, exhibition or commercial purposes",0.04449096295,Produce artistic or design concepts or displays,0.4103393927,Art and entertainment,0.4537897491
6395,Visual Merchandisers,Select materials or props,0.04345035642,Create or manage artistic productions,0.04345035642,Art and entertainment,0.4537897491
6395,Visual Merchandisers,Operate still or video cameras or related equipment,0.03306141761,Operate audio-visual equipment,0.03306141761,Communication and collaboration,0.201120931
